Member_number,Date,itemDescription
2349,2/26/2015,sausage
1463,12/24/2015,sausage
3470,2/19/2015,root vegetables
4914,11/29/2015,whole milk
2448,8/31/2015,frankfurter
3387,10/5/2015,soda
3167,4/11/2015,soda
3175,3/17/2015,frankfurter
2678,9/21/2015,berries
4627,12/18/2015,canned beer
1773,10/17/2015,frankfurter
3100,5/23/2015,frankfurter
3232,5/29/2015,berries
3673,12/8/2015,frankfurter
4068,11/19/2015,newspapers
2340,7/10/2015,frozen fish
1930,1/3/2015,tropical fruit
3526,2/6/2015,beef
1617,10/2/2015,rolls/buns
1028,11/7/2015,specialty chocolate
4440,1/12/2015,sparkling wine
3554,7/23/2015,citrus fruit
1632,12/15/2015,onions
1429,7/2/2015,whole milk
1225,5/20/2015,photo/film
2509,7/15/2015,hamburger meat
4945,2/8/2015,other vegetables
4342,3/18/2015,whole milk
1832,9/28/2015,pork
1518,6/21/2015,tropical fruit
1512,9/20/2015,chicken
4818,3/20/2015,other vegetables
4686,8/19/2015,sausage
4986,1/2/2015,whole milk
2755,6/2/2015,rolls/buns
4532,11/29/2015,hygiene articles
2070,8/16/2015,ice cream
1894,9/5/2015,curd
3473,1/25/2015,whole milk
2140,9/28/2015,onions
3286,12/23/2015,finished products
4729,8/4/2015,salt
3204,2/20/2015,tropical fruit
1574,4/18/2015,other vegetables
3361,7/22/2015,chocolate
1776,2/25/2015,ice cream
2009,11/10/2015,tropical fruit
3479,3/24/2015,frankfurter
2394,11/22/2015,butter
1337,12/25/2015,other vegetables
3574,6/13/2015,tropical fruit
1727,7/18/2015,citrus fruit
1016,5/10/2015,UHT-milk
4326,1/21/2015,beef
2212,9/22/2015,curd
1990,1/8/2015,citrus fruit
3836,6/12/2015,yogurt
4560,1/7/2015,bottled beer
1119,4/2/2015,grapes
1379,5/18/2015,pork
1658,3/9/2015,sausage
2948,6/16/2015,frankfurter
1273,4/5/2015,artif. sweetener
1155,12/27/2015,frankfurter
1672,5/2/2015,pip fruit
3841,2/4/2015,frankfurter
1683,8/20/2015,whole milk
1774,7/8/2015,domestic eggs
4441,6/17/2015,packaged fruit/vegetables
1929,2/5/2015,chicken
1273,1/31/2015,pork
2920,11/10/2015,citrus fruit
2467,4/18/2015,light bulbs
2678,11/28/2015,cream cheese 
3423,2/6/2015,sausage
4223,7/19/2015,citrus fruit
2846,9/23/2015,other vegetables
4103,7/26/2015,chicken
4789,2/5/2015,ice cream
4916,2/26/2015,pork
2518,3/5/2015,pork
2622,7/3/2015,onions
4321,1/29/2015,tropical fruit
2050,6/28/2015,whipped/sour cream
2146,6/20/2015,berries
3938,5/26/2015,berries
1636,9/19/2015,rolls/buns
4694,7/29/2015,ice cream
2432,7/7/2015,coffee
4937,5/18/2015,whole milk
1293,1/3/2015,whole milk
2883,2/17/2015,citrus fruit
2267,1/30/2015,beef
3997,9/6/2015,pork
4792,7/20/2015,turkey
2292,3/25/2015,margarine
1018,5/23/2015,butter milk
4922,2/13/2015,beef
3151,9/25/2015,bottled water
2517,4/7/2015,pip fruit
1499,5/17/2015,whole milk
4993,1/21/2015,chocolate
1606,11/11/2015,frankfurter
2918,10/8/2015,whole milk
1815,1/13/2015,sausage
4524,5/7/2015,grapes
1395,11/6/2015,brown bread
3456,6/16/2015,root vegetables
1597,5/2/2015,UHT-milk
2315,2/5/2015,onions
4095,9/29/2015,beef
3680,11/24/2015,pork
2847,11/23/2015,canned beer
3426,10/25/2015,yogurt
4750,4/8/2015,yogurt
1384,9/8/2015,pip fruit
3120,9/8/2015,meat
1081,4/25/2015,coffee
1171,5/5/2015,bottled water
4932,8/7/2015,bottled beer
4189,11/9/2015,sausage
4455,9/9/2015,shopping bags
2928,11/2/2015,pork
4817,3/18/2015,frankfurter
4257,6/28/2015,ice cream
4254,7/20/2015,root vegetables
4071,9/19/2015,sausage
2109,10/28/2015,sausage
1412,5/7/2015,root vegetables
4088,9/23/2015,canned vegetables
4056,10/20/2015,tropical fruit
4441,5/5/2015,grapes
4363,1/7/2015,whole milk
2107,11/27/2015,frankfurter
2941,2/23/2015,dessert
1497,7/26/2015,shopping bags
2211,1/1/2015,butter
3510,2/1/2015,frankfurter
4074,5/27/2015,pork
3190,11/21/2015,whole milk
2297,1/3/2015,brown bread
3311,1/7/2015,frozen fish
3085,1/21/2015,soda
3693,11/16/2015,whole milk
4859,7/7/2015,pork
2125,6/25/2015,whipped/sour cream
2261,4/4/2015,frankfurter
3679,11/27/2015,grapes
4165,8/18/2015,sausage
3538,1/3/2015,citrus fruit
3913,2/19/2015,ham
2336,4/14/2015,chewing gum
3549,1/8/2015,beef
4434,9/21/2015,beef
2854,8/2/2015,other vegetables
3413,8/2/2015,frankfurter
1780,10/13/2015,canned fish
2899,6/9/2015,sausage
2106,8/13/2015,bottled water
3929,7/30/2015,specialty cheese
3857,1/10/2015,bottled water
4459,12/18/2015,bottled water
4551,7/28/2015,chicken
4042,12/17/2015,frankfurter
2599,6/5/2015,chicken
1045,11/25/2015,chicken
4677,1/24/2015,butter
1580,6/14/2015,citrus fruit
3269,7/10/2015,whipped/sour cream
4368,1/29/2015,frankfurter
1111,11/20/2015,beef
4841,9/13/2015,chicken
3047,7/9/2015,sausage
4349,3/14/2015,citrus fruit
3580,11/24/2015,ice cream
2370,7/18/2015,specialty chocolate
3094,6/28/2015,frankfurter
1146,12/9/2015,pork
2287,12/16/2015,UHT-milk
3911,8/23/2015,UHT-milk
4891,4/19/2015,cookware
4837,2/12/2015,citrus fruit
4464,10/21/2015,sausage
2940,10/18/2015,frankfurter
4972,6/2/2015,citrus fruit
4890,3/7/2015,ham
4295,7/17/2015,ham
2729,9/24/2015,bottled water
1125,11/19/2015,popcorn
1850,11/1/2015,tropical fruit
2928,9/22/2015,frankfurter
3717,5/30/2015,hamburger meat
3809,3/24/2015,soda
3437,2/2/2015,sausage
1481,1/17/2015,yogurt
1050,4/5/2015,meat
2918,3/16/2015,red/blush wine
4499,8/8/2015,UHT-milk
4117,6/1/2015,brown bread
1630,5/22/2015,semi-finished bread
3715,11/5/2015,whole milk
3512,11/17/2015,cat food
1197,4/27/2015,citrus fruit
3958,4/3/2015,citrus fruit
4890,9/14/2015,meat
3112,5/19/2015,rolls/buns
4502,11/22/2015,root vegetables
4719,1/6/2015,tropical fruit
1516,1/28/2015,brown bread
4281,10/18/2015,shopping bags
1566,4/30/2015,grapes
4641,11/29/2015,ham
2561,2/26/2015,root vegetables
2344,12/17/2015,ice cream
2643,4/21/2015,tropical fruit
3236,9/4/2015,finished products
4863,12/30/2015,dessert
2264,12/1/2015,sparkling wine
3168,3/20/2015,other vegetables
1282,11/18/2015,misc. beverages
2832,2/11/2015,other vegetables
3067,11/27/2015,misc. beverages
1847,4/17/2015,dessert
3525,2/14/2015,frankfurter
1231,10/14/2015,sausage
3471,3/28/2015,meat
2421,11/22/2015,sausage
4092,6/14/2015,onions
1577,3/16/2015,beef
3463,6/13/2015,pip fruit
3518,1/8/2015,ham
4325,10/14/2015,yogurt
4947,11/18/2015,citrus fruit
2194,11/1/2015,other vegetables
2868,3/20/2015,pork
3211,9/30/2015,bathroom cleaner
4537,1/1/2015,ham
2243,9/15/2015,grapes
2399,1/21/2015,pastry
4133,1/22/2015,citrus fruit
2937,6/17/2015,photo/film
1029,3/14/2015,dessert
4384,9/22/2015,citrus fruit
3756,7/22/2015,soda
1646,6/19/2015,chewing gum
3066,11/30/2015,root vegetables
1259,11/27/2015,pork
2245,1/28/2015,turkey
3289,1/3/2015,tropical fruit
3742,8/22/2015,sausage
4537,9/4/2015,sausage
4531,9/29/2015,pork
3764,5/10/2015,sausage
1581,8/13/2015,grapes
2859,11/2/2015,grapes
2175,6/3/2015,other vegetables
1301,3/11/2015,pot plants
3465,1/11/2015,bottled water
2203,6/27/2015,prosecco
2113,8/16/2015,UHT-milk
3072,1/26/2015,bottled water
2805,8/17/2015,rolls/buns
2511,7/14/2015,specialty chocolate
2120,1/26/2015,beef
2346,4/24/2015,tropical fruit
2071,10/14/2015,beef
2610,2/26/2015,rolls/buns
3489,11/18/2015,berries
3458,8/13/2015,sausage
4869,6/2/2015,chicken
2580,11/4/2015,sausage
3305,6/24/2015,shopping bags
3811,6/24/2015,canned beer
1782,8/16/2015,soda
3050,7/4/2015,yogurt
4924,9/14/2015,rolls/buns
1480,11/21/2015,rolls/buns
3508,8/15/2015,whole milk
2545,11/18/2015,citrus fruit
3638,6/6/2015,citrus fruit
3971,12/30/2015,brown bread
4536,6/4/2015,tropical fruit
2707,12/6/2015,frankfurter
1382,9/29/2015,coffee
4648,9/14/2015,ham
2699,4/18/2015,other vegetables
3119,5/2/2015,sausage
4695,9/9/2015,pork
4778,8/24/2015,citrus fruit
3451,4/26/2015,tropical fruit
2221,12/16/2015,other vegetables
4217,11/23/2015,pork
1334,7/6/2015,chicken
2499,11/22/2015,root vegetables
3585,7/21/2015,citrus fruit
3161,8/11/2015,fruit/vegetable juice
2434,6/6/2015,beef
4448,6/1/2015,frankfurter
4597,7/13/2015,frankfurter
4584,9/10/2015,beef
1606,10/3/2015,ham
3323,12/11/2015,shopping bags
1308,3/14/2015,pork
1331,7/10/2015,condensed milk
2386,1/30/2015,chicken
3910,2/28/2015,sausage
4274,1/8/2015,bottled beer
3101,1/21/2015,chicken
4416,12/23/2015,finished products
2375,9/12/2015,pork
1819,9/9/2015,root vegetables
3981,2/10/2015,domestic eggs
3553,1/6/2015,domestic eggs
3846,1/28/2015,bottled water
3037,2/23/2015,cling film/bags
3469,9/2/2015,other vegetables
1601,9/12/2015,whole milk
4040,3/3/2015,sausage
3926,7/6/2015,sausage
4201,10/14/2015,tropical fruit
4274,9/30/2015,frankfurter
2665,4/13/2015,frozen potato products
3153,8/10/2015,frankfurter
2691,7/9/2015,frankfurter
4022,7/31/2015,chicken
3716,10/11/2015,tropical fruit
4537,12/10/2015,bottled beer
4875,11/6/2015,citrus fruit
3822,9/25/2015,hamburger meat
3609,12/12/2015,chicken
4428,8/23/2015,pork
3947,4/16/2015,rolls/buns
2448,8/17/2015,bottled water
2688,11/4/2015,sausage
3764,7/24/2015,frozen potato products
4523,8/24/2015,frankfurter
3698,8/30/2015,sausage
3898,8/21/2015,tropical fruit
1761,2/10/2015,bottled beer
2689,11/1/2015,bottled beer
1627,11/4/2015,rolls/buns
4629,11/16/2015,citrus fruit
2790,12/30/2015,yogurt
4496,1/23/2015,turkey
1934,2/27/2015,soda
2513,12/2/2015,canned beer
3298,1/28/2015,canned beer
4214,3/20/2015,sausage
2480,8/14/2015,pork
4962,3/29/2015,Instant food products
3960,6/20/2015,frankfurter
2074,1/23/2015,oil
2625,3/10/2015,chicken
1557,4/8/2015,beef
2007,8/28/2015,dessert
2120,7/10/2015,pork
4289,8/9/2015,curd
2356,1/31/2015,chicken
4301,9/30/2015,whipped/sour cream
2950,7/2/2015,frankfurter
2263,2/7/2015,frankfurter
3186,11/25/2015,liver loaf
2655,1/7/2015,pork
1491,6/18/2015,frankfurter
2069,10/2/2015,pork
3012,9/20/2015,pork
2681,2/24/2015,soda
4144,6/11/2015,root vegetables
3919,7/10/2015,whipped/sour cream
2777,1/6/2015,chocolate
4119,9/5/2015,whole milk
3597,6/23/2015,pork
2110,5/15/2015,coffee
3523,4/19/2015,rolls/buns
3364,9/14/2015,citrus fruit
3759,8/9/2015,citrus fruit
4014,11/15/2015,soda
3140,8/27/2015,cream cheese 
2787,6/24/2015,soda
2525,11/16/2015,chicken
2555,5/12/2015,frozen fish
2419,7/4/2015,sausage
4257,8/21/2015,beef
4267,6/16/2015,ham
2364,8/9/2015,chicken
4008,4/5/2015,herbs
1231,6/28/2015,grapes
1651,6/5/2015,tropical fruit
1371,11/5/2015,frankfurter
2501,9/9/2015,onions
1467,2/5/2015,sausage
1015,4/5/2015,citrus fruit
4697,10/2/2015,hamburger meat
2727,9/30/2015,frankfurter
3592,10/6/2015,sausage
1279,7/19/2015,root vegetables
1708,2/4/2015,oil
2305,5/1/2015,canned beer
3294,3/7/2015,newspapers
4147,9/16/2015,pip fruit
3850,3/9/2015,coffee
1624,12/22/2015,red/blush wine
3023,6/5/2015,onions
2771,8/26/2015,frankfurter
1144,1/4/2015,meat
3938,5/18/2015,whole milk
4180,7/9/2015,dessert
1053,9/7/2015,hamburger meat
2671,7/27/2015,chewing gum
2001,9/9/2015,bottled water
2095,9/29/2015,beverages
3245,8/12/2015,whole milk
4878,4/18/2015,citrus fruit
3489,9/3/2015,tropical fruit
3300,7/25/2015,cat food
3090,2/14/2015,whole milk
4441,2/18/2015,soda
1242,5/18/2015,sausage
1190,11/6/2015,root vegetables
1983,6/7/2015,berries
1872,8/24/2015,other vegetables
4291,9/12/2015,sausage
4400,11/12/2015,beverages
1628,5/2/2015,chicken
1345,3/21/2015,whole milk
2732,2/4/2015,sausage
3410,10/29/2015,ham
1920,9/2/2015,whole milk
3241,9/20/2015,root vegetables
2962,4/26/2015,citrus fruit
2492,10/4/2015,frankfurter
2416,5/11/2015,ice cream
1538,8/3/2015,sausage
3801,10/23/2015,root vegetables
3202,9/29/2015,ham
4471,2/28/2015,coffee
4939,10/14/2015,citrus fruit
2575,3/13/2015,pot plants
4419,12/23/2015,other vegetables
4217,1/12/2015,whole milk
1968,10/1/2015,zwieback
3084,12/8/2015,chicken
4807,6/18/2015,butter
4781,11/22/2015,ham
2432,6/10/2015,whole milk
2951,5/9/2015,citrus fruit
1452,9/5/2015,ham
1603,7/23/2015,canned beer
4727,11/21/2015,frankfurter
4751,11/19/2015,chicken
4296,1/24/2015,frankfurter
2555,11/11/2015,bottled beer
1416,6/20/2015,other vegetables
1919,8/18/2015,frozen potato products
2069,2/7/2015,chicken
4509,7/23/2015,sausage
4864,7/22/2015,canned beer
1575,4/1/2015,yogurt
2969,9/28/2015,frozen meals
4301,12/20/2015,canned fruit
3855,2/12/2015,butter
3202,4/16/2015,yogurt
2167,3/14/2015,citrus fruit
4148,7/1/2015,meat
2517,1/28/2015,root vegetables
2840,3/24/2015,frankfurter
1212,6/19/2015,tropical fruit
2735,1/6/2015,yogurt
1212,7/31/2015,root vegetables
1324,3/26/2015,yogurt
2431,6/29/2015,oil
4526,8/6/2015,citrus fruit
1662,12/6/2015,beef
3802,10/15/2015,citrus fruit
2532,8/1/2015,dessert
1316,3/26/2015,curd
2304,1/7/2015,bottled water
1955,2/13/2015,sausage
2243,1/31/2015,herbs
3859,3/8/2015,dog food
3156,2/8/2015,packaged fruit/vegetables
4605,10/23/2015,frankfurter
1864,9/27/2015,finished products
4102,5/13/2015,oil
4835,5/22/2015,curd
1668,3/14/2015,herbs
3130,2/5/2015,sausage
1110,11/20/2015,whole milk
2240,7/7/2015,sausage
4647,2/17/2015,soda
3872,7/2/2015,whole milk
3184,10/24/2015,root vegetables
4623,8/7/2015,sugar
2111,2/25/2015,cream cheese 
3068,6/19/2015,other vegetables
4533,5/21/2015,frozen fruits
3926,6/30/2015,whipped/sour cream
1605,6/18/2015,yogurt
4468,6/15/2015,pork
2041,9/24/2015,grapes
3835,11/5/2015,whole milk
3601,3/2/2015,sausage
2307,6/29/2015,canned beer
1767,4/18/2015,meat
4251,12/21/2015,soda
1365,2/11/2015,bottled beer
1665,11/4/2015,whole milk
2447,6/25/2015,chicken
4825,5/9/2015,pip fruit
4844,2/23/2015,pork
3319,3/3/2015,oil
2536,7/11/2015,whole milk
1857,10/8/2015,pip fruit
4133,7/27/2015,root vegetables
2128,6/20/2015,ham
1793,9/24/2015,ice cream
3445,2/15/2015,sausage
2041,7/17/2015,detergent
1178,3/23/2015,oil
2080,4/21/2015,tropical fruit
1928,9/17/2015,photo/film
2884,8/5/2015,UHT-milk
3532,1/25/2015,meat
1892,11/20/2015,grapes
2880,3/11/2015,liver loaf
2033,2/14/2015,beef
3176,1/17/2015,root vegetables
3768,1/16/2015,pork
3404,7/12/2015,butter milk
3891,11/22/2015,brown bread
2974,12/26/2015,herbs
3831,7/3/2015,newspapers
1924,2/3/2015,brandy
4182,8/21/2015,pastry
1811,5/24/2015,beverages
1283,11/13/2015,UHT-milk
2154,3/15/2015,cream cheese 
4543,10/23/2015,rolls/buns
4642,3/12/2015,rolls/buns
2360,2/18/2015,rolls/buns
3231,3/31/2015,sausage
1356,8/9/2015,hard cheese
4895,10/8/2015,canned beer
3390,1/12/2015,canned beer
4495,6/3/2015,citrus fruit
1202,4/22/2015,yogurt
1811,9/23/2015,yogurt
4996,2/20/2015,salty snack
3291,2/8/2015,tropical fruit
1878,11/27/2015,citrus fruit
1483,6/27/2015,rolls/buns
4683,9/23/2015,whipped/sour cream
4386,8/9/2015,citrus fruit
4825,11/15/2015,butter milk
2549,5/13/2015,other vegetables
4965,11/10/2015,canned beer
3251,10/9/2015,soda
4932,11/20/2015,tropical fruit
3986,7/23/2015,coffee
1616,1/19/2015,ham
1239,2/7/2015,whipped/sour cream
4993,9/2/2015,citrus fruit
2762,12/18/2015,dessert
1035,8/9/2015,whole milk
4717,5/16/2015,canned beer
4662,11/17/2015,rolls/buns
4267,10/10/2015,fish
3500,1/18/2015,meat
4866,8/21/2015,sausage
2492,6/18/2015,other vegetables
1044,9/2/2015,tropical fruit
2070,12/19/2015,baby cosmetics
3761,6/8/2015,citrus fruit
1145,7/10/2015,tropical fruit
3324,6/6/2015,spices
4455,12/26/2015,sausage
3465,7/30/2015,sausage
3940,1/16/2015,beef
4934,10/31/2015,canned beer
3793,1/22/2015,canned beer
2956,2/12/2015,rolls/buns
3662,7/20/2015,whole milk
3755,4/14/2015,root vegetables
4173,11/5/2015,yogurt
3353,6/3/2015,onions
2193,3/9/2015,hamburger meat
2086,2/6/2015,napkins
1570,3/20/2015,other vegetables
1233,7/31/2015,chicken
4647,1/30/2015,meat
3178,3/1/2015,rolls/buns
2765,4/9/2015,butter
4221,4/1/2015,sausage
4265,12/12/2015,rolls/buns
3532,5/26/2015,other vegetables
1967,3/9/2015,frankfurter
3474,2/25/2015,newspapers
4075,5/1/2015,turkey
1551,11/5/2015,onions
4609,7/11/2015,whole milk
1975,9/26/2015,yogurt
4859,9/9/2015,whipped/sour cream
1502,10/31/2015,frozen vegetables
1901,4/21/2015,citrus fruit
4487,7/20/2015,onions
3364,6/29/2015,sausage
2537,10/14/2015,other vegetables
4719,8/22/2015,frankfurter
2348,11/12/2015,domestic eggs
4294,3/12/2015,rolls/buns
3774,12/1/2015,bottled beer
2250,10/15/2015,waffles
3034,7/5/2015,condensed milk
1799,7/8/2015,canned beer
1278,7/11/2015,meat
2837,4/22/2015,whole milk
3056,8/15/2015,liver loaf
2447,10/15/2015,frankfurter
1452,10/27/2015,chicken
4838,1/31/2015,frankfurter
4822,4/7/2015,pip fruit
2571,2/5/2015,root vegetables
4310,2/27/2015,pip fruit
2133,11/7/2015,pork
3568,10/17/2015,other vegetables
4474,10/11/2015,pastry
3354,1/27/2015,sausage
2389,4/6/2015,processed cheese
1742,5/7/2015,napkins
2574,5/18/2015,meat
4498,7/4/2015,pastry
4612,4/30/2015,sausage
1075,1/29/2015,pip fruit
1371,1/22/2015,frozen vegetables
2960,6/21/2015,citrus fruit
4434,2/23/2015,other vegetables
1378,12/10/2015,frankfurter
1615,1/25/2015,sausage
2503,8/2/2015,beef
2381,1/4/2015,hamburger meat
1613,8/25/2015,yogurt
1031,8/26/2015,beverages
3200,1/4/2015,whole milk
1138,2/24/2015,rolls/buns
4958,5/24/2015,tropical fruit
4858,2/15/2015,citrus fruit
1616,8/12/2015,whole milk
1270,3/2/2015,citrus fruit
2347,1/27/2015,soda
2076,4/12/2015,frankfurter
3597,7/7/2015,sausage
2151,9/29/2015,napkins
2940,7/11/2015,yogurt
3475,12/14/2015,herbs
2715,3/15/2015,sausage
3644,2/10/2015,yogurt
4573,1/25/2015,pork
1649,11/29/2015,curd
4079,8/17/2015,frankfurter
1844,11/13/2015,frankfurter
1420,8/12/2015,curd
2879,7/23/2015,liver loaf
2440,8/6/2015,pork
4095,12/29/2015,specialty bar
2437,11/15/2015,ice cream
1324,1/24/2015,specialty bar
4184,12/15/2015,yogurt
4574,3/10/2015,frozen vegetables
4881,3/26/2015,rolls/buns
3790,4/8/2015,pastry
2616,3/17/2015,pork
1275,4/6/2015,curd
2131,4/15/2015,beef
2509,3/2/2015,yogurt
3077,8/31/2015,chicken
3653,12/9/2015,detergent
2922,12/26/2015,pip fruit
2971,1/27/2015,coffee
1463,9/28/2015,tropical fruit
4323,11/10/2015,sauces
2632,1/7/2015,pork
1481,4/6/2015,yogurt
1283,6/3/2015,napkins
1164,1/2/2015,other vegetables
4275,11/9/2015,chicken
2600,2/18/2015,pork
2084,8/15/2015,root vegetables
1621,2/20/2015,ham
1291,6/3/2015,whole milk
3301,4/25/2015,soda
2715,8/1/2015,rolls/buns
4150,8/26/2015,tropical fruit
1775,11/10/2015,tropical fruit
2073,4/2/2015,sausage
1912,8/22/2015,bottled beer
4033,6/6/2015,turkey
4877,2/28/2015,meat
2590,9/28/2015,whole milk
3982,1/28/2015,soda
2782,9/6/2015,rolls/buns
2100,1/27/2015,dessert
1785,12/21/2015,sausage
3166,4/28/2015,pork
2251,3/29/2015,hamburger meat
1528,2/20/2015,sausage
2012,3/29/2015,rolls/buns
3309,10/28/2015,misc. beverages
1220,8/9/2015,pastry
2165,6/17/2015,soda
3337,1/2/2015,whole milk
4058,12/30/2015,domestic eggs
1000,5/27/2015,soda
3357,8/6/2015,pip fruit
2222,8/1/2015,yogurt
1207,11/14/2015,frankfurter
3511,7/6/2015,specialty chocolate
2171,2/8/2015,sausage
3078,1/9/2015,oil
3879,6/25/2015,tropical fruit
3472,6/2/2015,citrus fruit
4519,3/11/2015,napkins
3275,10/26/2015,whole milk
1763,9/13/2015,coffee
4619,5/27/2015,tropical fruit
2955,5/6/2015,canned beer
2700,11/15/2015,bottled beer
2830,5/28/2015,canned beer
4940,8/21/2015,rum
1311,6/29/2015,rolls/buns
4116,1/5/2015,pastry
1476,3/22/2015,whole milk
2918,4/11/2015,grapes
4121,1/11/2015,whole milk
1824,1/11/2015,yogurt
4293,5/7/2015,root vegetables
4308,5/12/2015,pastry
2998,7/14/2015,canned beer
2874,5/1/2015,sausage
1281,11/2/2015,tropical fruit
3471,1/14/2015,frankfurter
1936,8/15/2015,rolls/buns
4163,5/30/2015,frankfurter
3369,12/29/2015,sausage
2335,1/13/2015,whole milk
3957,2/15/2015,whole milk
4841,2/5/2015,whole milk
2184,7/12/2015,ham
3118,12/29/2015,whole milk
4728,4/25/2015,beef
2527,11/8/2015,domestic eggs
2926,8/11/2015,soda
1773,1/11/2015,whole milk
1801,12/6/2015,ham
1916,11/13/2015,curd
2523,4/4/2015,bottled water
2550,8/6/2015,butter milk
1319,5/19/2015,pork
1649,5/16/2015,pork
2202,7/8/2015,turkey
2569,7/16/2015,cream cheese 
2925,8/22/2015,tropical fruit
2293,6/24/2015,rolls/buns
2190,11/10/2015,citrus fruit
2234,12/24/2015,frankfurter
4779,10/24/2015,whipped/sour cream
3031,10/27/2015,tropical fruit
4275,5/7/2015,frankfurter
2696,9/5/2015,sausage
4453,2/8/2015,sausage
4776,8/2/2015,sausage
